section-slug,slug,artistname,year,date,disambiguate,date-added,series,event,venue,city,state,country,_venue-slug,show-slug,radio,cancelled,performers,setlist,setlist-source,support,poster-url,ticket-url,venue-url,audio,notes,setlist-index,_i-was-there,_calendar-subject,,_recording
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-11,,2025-06-07,,,Songbyrd Music House,Washington DC,,USA,songbyrd-music-house-washington-dc-usa,dean-wareham-2025-06-11-songbyrd-music-house-washington-dc-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|That’s the Price of Loving Me|Flowers|Yesterday’s Hero|Bourgeois Manqué|Robin and Richard|Snowstorm|The Last Word|23 Minutes in Brussels|Blue Thunder|When Will You Come Home|Strange|^encore||Friendly Advice|Tugboat,,,,https://dice.fm/partner/dice/event/53vrgd-dean-wareham-11th-jun-songbyrd-washington-dc-tickets,,,,|newworldjulie|dearbettybaby|thatsthepriceoflovingme|flowers|yesterdayshero|bourgeoismanqu|robinandrichard|snowstorm|thelastword|23minutesinbrussels|bluethunder|whenwillyoucomehome|strange|encore||friendlyadvice|tugboat|,,"2025: Dean Wareham - Songbyrd Music House, Washington DC, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-12,,2025-03-11,,Sound Series,The Warhol Theatre,Pittsburgh,PA,USA,pittsburgh-pa-usa,dean-wareham-2025-06-12-pittsburgh-pa-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|Robin and Richard|Mystery Guest|Yesterday’s Hero|We’re Not Finished Yet|Bourgeois Manqué|Flowers|Snowstorm|The Last Word|23 Minutes in Brussels|When Will You Come Home|Blue Thunder|Friendly Advice|^encore|Tugboat,,,,https://www.warhol.org/events/sound-series-dean-wareham/,,,,|newworldjulie|dearbettybaby|robinandrichard|mysteryguest|yesterdayshero|werenotfinishedyet|bourgeoismanqu|flowers|snowstorm|thelastword|23minutesinbrussels|whenwillyoucomehome|bluethunder|friendlyadvice|encore|tugboat|,,"2025: Dean Wareham - Sound Series, The Warhol Theatre, Pittsburgh, PA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-14,,2025-03-11,,,Beachland Ballroom,Cleveland,OH,USA,beachland-ballroom-cleveland-oh-usa,dean-wareham-2025-06-14-beachland-ballroom-cleveland-oh-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|That’s the Price of Loving Me|Yesterday’s Hero|The Last Word|Robin and Richard|Bourgeois Manqué|Flowers|Snowstorm|23 Minutes in Brussels|Blue Thunder|When Will You Come Home|Strange|^encore|Friendly Advice|Tugboat|Fourth of July,,,,https://www.ticketweb.com/event/dean-wareham-beachland-ballroom-tickets/14282653,,,,|newworldjulie|dearbettybaby|thatsthepriceoflovingme|yesterdayshero|thelastword|robinandrichard|bourgeoismanqu|flowers|snowstorm|23minutesinbrussels|bluethunder|whenwillyoucomehome|strange|encore|friendlyadvice|tugboat|fourthofjuly|,,"2025: Dean Wareham - Beachland Ballroom, Cleveland, OH, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-15,,2025-06-07,,,Magic Bag,Ferndale,MI,USA,magic-bag-ferndale-mi-usa,dean-wareham-2025-06-15-magic-bag-ferndale-mi-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|You Were the Ones I Had to Betray|Robin and Richard|Bourgeois Manqué|Yesterday’s Hero|The Last Word|Flowers|Snowstorm|23 Minutes in Brussels|When Will You Come Home|Strange|Blue Thunder|Friendly Advice|^encore|Tugboat|Ceremony,,,,https://www.ticketweb.com/event/magic-bag-presents-dean-wareham-the-magic-bag-tickets/14315833,,,,|newworldjulie|dearbettybaby|youweretheonesihadtobetray|robinandrichard|bourgeoismanqu|yesterdayshero|thelastword|flowers|snowstorm|23minutesinbrussels|whenwillyoucomehome|strange|bluethunder|friendlyadvice|encore|tugboat|ceremony|,,"2025: Dean Wareham - Magic Bag, Ferndale, MI, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-16,,2025-03-11,,,Lincoln Hall,Chicago,IL,USA,lincoln-hall-chicago-il-usa,dean-wareham-2025-06-16-lincoln-hall-chicago-il-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|You Were the Ones I Had to Betray|Robin and Richard|The Cloud Is Coming|Yesterday’s Hero|Bourgeois Manqué|Flowers|Snowstorm|23 Minutes in Brussels|The Last Word|When Will You Come Home|Blue Thunder|Friendly Advice|^encore|Strange|Tugboat,,Chris Forsyth,,https://lh-st.com/shows/06-16-2025-dean-wareham/,,,,|newworldjulie|dearbettybaby|youweretheonesihadtobetray|robinandrichard|thecloudiscoming|yesterdayshero|bourgeoismanqu|flowers|snowstorm|23minutesinbrussels|thelastword|whenwillyoucomehome|bluethunder|friendlyadvice|encore|strange|tugboat|,,"2025: Dean Wareham - Lincoln Hall, Chicago, IL, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-18,,2025-03-11,,,High Noon Saloon,Madison,WI,USA,high-noon-saloon-madison-wi-usa,dean-wareham-2025-06-18-high-noon-saloon-madison-wi-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|We’re Not Finished Yet|That’s the Price of Loving Me|Yesterday’s Hero|Robin and Richard|Flowers|Snowstorm|The Last Word|Friendly Advice|Blue Thunder|When Will You Come Home|Tugboat|23 Minutes in Brussels|^encore|Strange,,Chris Forsyth,,https://www.ticketmaster.com/dean-wareham-madison-wisconsin-06-18-2025/event/07006267E1534442,,,,|newworldjulie|dearbettybaby|werenotfinishedyet|thatsthepriceoflovingme|yesterdayshero|robinandrichard|flowers|snowstorm|thelastword|friendlyadvice|bluethunder|whenwillyoucomehome|tugboat|23minutesinbrussels|encore|strange|,,"2025: Dean Wareham - High Noon Saloon, Madison, WI, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-06-19,,2025-03-11,,,Turf Club,St. Paul,MN,USA,turf-club-st-paul-mn-usa,dean-wareham-2025-06-19-turf-club-st-paul-mn-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/keyboards/vocals|Derek Wheeler James - drums|Skylar Kaplan - guitar,New World Julie|Dear Betty Baby|You Were the Ones I Had to Betray|Yesterday’s Hero|Bourgeois Manqué|Robin and Richard|Flowers|Snowstorm|Friendly Advice|The Last Word|When Will You Come Home|Blue Thunder|23 Minutes in Brussels|^encore|Tugboat|Fourth of July,,Chris Forsyth,,https://www.axs.com/events/887003/dean-wareham-tickets,,,,|newworldjulie|dearbettybaby|youweretheonesihadtobetray|yesterdayshero|bourgeoismanqu|robinandrichard|flowers|snowstorm|friendlyadvice|thelastword|whenwillyoucomehome|bluethunder|23minutesinbrussels|encore|tugboat|fourthofjuly|,,"2025: Dean Wareham - Turf Club, St. Paul, MN, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-08-20,-with-sea-power,2025-05-17,Dean Wareham and British Sea Power play Galaxie 500,,The Trades Club,Hebden Bridge,,UK,the-trades-club-hebden-bridge-uk,dean-wareham-2025-08-20-with-sea-power-the-trades-club-hebden-bridge-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards,Blue Thunder|Strange|Temperature's Rising|Fourth of July|When Will You Come Home|Spook|Tugboat,,Sea Power,,https://thetradesclub.com/events/seapowertwo,,,Rehearsal for Dean Wareham and Sea Power play the songs of Galaxie 500 (supporting a full Sea Power set). Tickets in sale Monday 19th May at 10am,|bluethunder|strange|temperaturesrising|fourthofjuly|whenwillyoucomehome|spook|tugboat|,Y,"2025: Dean Wareham - The Trades Club, Hebden Bridge, UK",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-08-22,-with-sea-power,2025-05-17,Dean Wareham and British Sea Power play Galaxie 500,Krankenhaus FestIval,Muncaster Castle,Ravenglass,,UK,krankenhaus-festival-muncaster-castle-ravenglass-uk,dean-wareham-2025-08-22-with-sea-power-krankenhaus-festival-muncaster-castle-ravenglass-uk,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards,I'm So Bored With The USA|The Cloud Is Coming|I'll Keep It With Mine|Snowstorm|Drive|Ceremony|Don't Let Our Youth Go To Waste |23 Minutes in Brussels,,,,https://krankenhaus.tygit.com/account/login,https://krankenhausfestival.com/,,Dean Wareham and Sea Power play the songs of Galaxie 500.,|imsoboredwiththeusa|thecloudiscoming|illkeepitwithmine|snowstorm|drive|ceremony|dontletouryouthgotowaste|23minutesinbrussels|,Y,"2025: Dean Wareham - Krankenhaus FestIval, Muncaster Castle, Ravenglass, UK",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-09-19,,2025-08-12,,,Radio Social,Rochester,NY,USA,radio-social-rochester-ny-usa,dean-wareham-2025-09-19-radio-social-rochester-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards,,,Maybird,,https://www.exploretock.com/radio-social/event/558979/dean-wareham-live-thats-the-price-of-loving-me,,,,,,"2025: Dean Wareham - Radio Social, Rochester, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-09-21,,2025-05-17,Dean Wareham plays Galaxie 500,Woodsist Festival,Arrowood Farms,Accord,NY,USA,woodsist-festival-arrowood-farms-accord-ny-usa,dean-wareham-2025-09-21-woodsist-festival-arrowood-farms-accord-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards,Flowers|Temperature's Rising|Blue Thunder|Snowstorm|When Will You Come Home|Strange|Tugboat|Fourth of July|Ceremony|23 Minutes in Brussels,,,,https://www.impactconcerts.link/p/woodsist2025,https://www.woodsistfestival.com/,,Dean plays on the 21st September,|flowers|temperaturesrising|bluethunder|snowstorm|whenwillyoucomehome|strange|tugboat|fourthofjuly|ceremony|23minutesinbrussels|,,"2025: Dean Wareham - Woodsist Festival, Arrowood Farms, Accord, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-09-29,,2025-09-09,An Evening with Mark Webber of Pulp + Dean Wareham,,Philosophical Research Society,Los Angeles,CA,USA,philosophical-research-society-los-angeles-ca-usa,dean-wareham-2025-09-29-philosophical-research-society-los-angeles-ca-usa,,,Dean Wareham|Mark Webber,,,,,https://www.eventbrite.com/e/im-with-pulp-are-you-an-evening-with-mark-webber-of-pulp-dean-wareham-tickets-1672726964379,,,"Pulp's guitarist Mark Webber joins us to discuss his new book, a personal history of the band, w/ indie rock icon and author Dean Wareham",,,"2025: Dean Wareham - Philosophical Research Society, Los Angeles, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2025,2025-12-16,,2025-06-30,,,Zebulon,Los Angeles,CA,USA,zebulon-los-angeles-ca-usa,dean-wareham-2025-12-16-zebulon-los-angeles-ca-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards,,,Phoebe Rings|Naomi Alligator,,https://dice.fm/event/eo2k5d-dean-wareham-phoebe-rings-naomi-alligator-16th-dec-zebulon-los-angeles-tickets,,,,,,"2025: Dean Wareham - Zebulon, Los Angeles, CA, USA",,
dean-wareham,dean-wareham,Dean Wareham,2026,2026-04-04,,2026-04-06,,,The Bowery Ballroom,New York,NY,USA,the-bowery-ballroom-new-york-ny-usa,dean-wareham-2026-04-04-the-bowery-ballroom-new-york-ny-usa,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards|Lee Wall - drums,Mystery Guest,,The CFR|The Weeds of Eden|Luna,,,,,Fill in support for Luna,|mysteryguest|,,"2026: Dean Wareham - The Bowery Ballroom, New York, NY, USA",,
dean-wareham,dean-wareham,Dean Wareham,2026,2026-05-08,,2026-04-27,,,Cordão da Bola Preta,Rio de Janeiro,,Brazil,cordao-da-bola-preta-rio-de-janeiro-brazil,dean-wareham-2026-05-08-cordao-da-bola-preta-rio-de-janeiro-brazil,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards|Roger Brogan - drums,"Flowers|When Will You Come Home|Snowstorm|Yesterday’s Hero|Decomposing Trees|Anesthesia|Friendly Advice|Bonnie and Clyde|Strange|23 Minutes in Brussels|Blue Thunder|Listen, the Snow Is Falling|Fourth of July|Don't Let Our Youth Go to Waste|^encore|Tugboat|Ceremony",,,,https://articket.com.br/e/5755/dean-wareham,,,,|flowers|whenwillyoucomehome|snowstorm|yesterdayshero|decomposingtrees|anesthesia|friendlyadvice|bonnieandclyde|strange|23minutesinbrussels|bluethunder|listenthesnowisfalling|fourthofjuly|dontletouryouthgotowaste|encore|tugboat|ceremony|,,"2026: Dean Wareham - Cordão da Bola Preta, Rio de Janeiro, Brazil",,
dean-wareham,dean-wareham,Dean Wareham,2026,2026-05-09,,2026-01-14,Dean Wareham plays Galaxie 500,,Cine Joia,São Paulo,,Brazil,cine-joia-sao-paulo-brazil,dean-wareham-2026-05-09-cine-joia-sao-paulo-brazil,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards|Roger Brogan - drums,"Flowers|Temperature's Rising|Snowstorm|When Will You Come Home|Yesterday’s Hero|Friendly Advice|Bonnie and Clyde|Blue Thunder|Listen, the Snow Is Falling|23 Minutes in Brussels|Strange|Fourth of July|Don't Let Our Youth Go to Waste|^encore|Tugboat|Ceremony",,Vapors of Morphine,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2026/2026-05-09-saopaulo.jpg,https://fastix.com.br/events/vapors-of-morphine-e-dean-wareham-em-sao-paulo,,,,|flowers|temperaturesrising|snowstorm|whenwillyoucomehome|yesterdayshero|friendlyadvice|bonnieandclyde|bluethunder|listenthesnowisfalling|23minutesinbrussels|strange|fourthofjuly|dontletouryouthgotowaste|encore|tugboat|ceremony|,,"2026: Dean Wareham - Cine Joia, São Paulo, Brazil",,
dean-wareham,dean-wareham,Dean Wareham,2026,2026-05-12,,2026-02-20,Dean Wareham interpreta las canciones de Galaxie 500,,Niceto Club,Buenos Aires,,Argentina,niceto-club-buenos-aires-argentina,dean-wareham-2026-05-12-niceto-club-buenos-aires-argentina,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards|Roger Brogan - drums,"Flowers|Dear Betty Baby|When Will You Come Home|Snowstorm|Anesthesia|Friendly Advice|Blue Thunder|Listen, the Snow Is Falling|King of Spain|Strange|23 Minutes in Brussels|Fourth of July|I'll Keep It With Mine|Don't Let Our Youth Go to Waste|^encore|Tugboat|Bonnie and Clyde|Ceremony",,,https://media.fullofwishes.co.uk/07-dean_and_britta/show_assets/2026-05-12-dean-wareham-buenos-aires-ar.jpg,https://venti.com.ar/evento/dean-wareham-en-niceto-club,,,,|flowers|dearbettybaby|whenwillyoucomehome|snowstorm|anesthesia|friendlyadvice|bluethunder|listenthesnowisfalling|kingofspain|strange|23minutesinbrussels|fourthofjuly|illkeepitwithmine|dontletouryouthgotowaste|encore|tugboat|bonnieandclyde|ceremony|,,"2026: Dean Wareham - Niceto Club, Buenos Aires, Argentina",,
dean-wareham,dean-wareham,Dean Wareham,2026,2026-05-14,,2026-01-21,Dean Wareham presentando Galaxie 500 y Luna,,Centro Arte,Alameda,,Chile,centro-arte-alameda-chile,dean-wareham-2026-05-14-centro-arte-alameda-chile,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards|Roger Brogan - drums,Flowers|Pictures|Dear Betty Baby|Lost in Space|Snowstorm|When Will You Come Home|Blue Thunder|23 Minutes in Brussels|Bonnie and Clyde|Friendly Advice|I'll Keep It With Mine|Strange|Fourth of July|^encore:|Tugboat|Don't Let Our Youth Go to Waste|Ceremony ,,,https://media.fullofwishes.co.uk/05-dean_wareham/show_assets/2026/2026-05-14-alameda-chile.jpg,https://www.ticketmaster.cl/event/51619_N06I2YL8VZ8KFH52LJR3LQRKH2QE1HG8O24EDKB2,,,,|flowers|pictures|dearbettybaby|lostinspace|snowstorm|whenwillyoucomehome|bluethunder|23minutesinbrussels|bonnieandclyde|friendlyadvice|illkeepitwithmine|strange|fourthofjuly|encore|tugboat|dontletouryouthgotowaste|ceremony|,,"2026: Dean Wareham - Centro Arte, Alameda, Chile",,
dean-wareham,dean-wareham,Dean Wareham,2026,2026-05-16,,2026-03-07,Dean Wareham interpreta las canciones de Galaxie 500,,Aforo,Lima,,Peru,aforo-lima-peru,dean-wareham-2026-05-16-aforo-lima-peru,,,Dean Wareham - guitar/vocals|Britta Phillips - bass/vocals/keyboards|Roger Brogan - drums,"Flowers|Temperature's Rising|When Will You Come Home|Snowstorm|Lost in Space|Friendly Advice|Blue Thunder|Listen, the Snow Is Falling|Strange|23 Minutes in Brussels|Fourth of July|Tiger Lily|Tugboat|^encore:|Sweet Child o' Mine|Ceremony",,,https://media.fullofwishes.co.uk/07-dean_and_britta/show_assets/2025-05-16-dean-wareham-lima-peru.jpg,,,,,|flowers|temperaturesrising|whenwillyoucomehome|snowstorm|lostinspace|friendlyadvice|bluethunder|listenthesnowisfalling|strange|23minutesinbrussels|fourthofjuly|tigerlily|tugboat|encore|sweetchildomine|ceremony|,,"2026: Dean Wareham - Aforo, Lima, Peru",,
